Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
9 isabella ct,Novato,Marin-County,Ca,94945,1195000.0,18,33.0,4.0,2.5,2095.0,Single family residential,1967.0,Active
484 panoramic hwy,Mill valley,Marin-County,Ca,94941,2495000.0,7,31.0,3.0,3.0,2700.0,Single family residential,1997.0,Active
374 ridgewood ave,Mill valley,Marin-County,Ca,94941,2200000.0,30,29.0,4.0,3.0,2076.0,Single family residential,1962.0,Active
22 rubicon ct,San rafael,Marin-County,Ca,94903,2200000.0,4,26.0,3.0,2.5,2460.0,Single family residential,1963.0,Active
12 rose ct,Novato,Marin-County,Ca,94945,2000000.0,5,28.0,4.0,4.5,2960.0,Single family residential,2017.0,Active
181 caribe isle,Novato,Marin-County,Ca,94949,1875000.0,5,32.0,3.0,2.0,1667.0,Single family residential,1964.0,Active
224 seagull row,Novato,Marin-County,Ca,94945,361350.0,37,63.0,1.0,1.0,624.0,Condo,1989.0,Active
169 marina vista ave,Larkspur,Marin-County,Ca,94939,2795000.0,34,37.0,3.0,2.5,2160.0,Single family residential,1968.0,Active
28 drakes view cir,Greenbrae,Marin-County,Ca,94904,1695000.0,58,72.0,3.0,2.5,1886.0,Condo,1986.0,Active
503 headlands ct,Sausalito,Marin-County,Ca,94965,1015000.0,22,54.0,2.0,2.5,1225.0,Condo,1981.0,Active
1587 s novato blvd #303,Novato,Marin-County,Ca,94947,698000.0,88,73.0,2.0,2.0,1175.0,Condo,1999.0,Active
7 macannan ct,Tiburon,Marin-County,Ca,94920,1898000.0,17,51.0,3.0,2.0,1532.0,Single family residential,1958.0,Active
276 morning sun ave,Mill valley,Marin-County,Ca,94941,1585000.0,60,63.0,3.0,2.0,1119.0,Single family home,1962.0,Active
237 morning sun ave,Mill valley,Marin-County,Ca,94941,1050000.0,60,66.0,1.0,1.0,556.0,Single family residential,1930.0,Active
27 gate 6 1/2 rd,Sausalito,Marin-County,Ca,94965,1500000.0,56,81.0,2.0,2.5,1200.0,Mobile/manufactured home,2021.0,Active
610 manuel dr,Novato,Marin-County,Ca,94945,899000.0,41,52.0,3.0,2.0,1247.0,Single family residential,1952.0,Active
737 miller ave,Mill valley,Marin-County,Ca,94941,849000.0,37,89.0,1.0,1.0,862.0,Condo,1984.0,Active
732 belle ave,San rafael,Marin-County,Ca,94901,1399000.0,83,71.0,3.0,2.0,1328.0,Single family residential,1966.0,Active
332 prospect dr,San rafael,Marin-County,Ca,94901,1350000.0,32,45.0,3.0,2.0,2608.0,Single family residential,1950.0,Active
75 mountain view rd,Fairfax,Marin-County,Ca,94930,1495000.0,34,42.0,3.0,2.0,2375.0,Single family residential,1941.0,Active
68 peacock dr,San rafael,Marin-County,Ca,94901,1995000.0,5,31.0,4.0,2.0,2313.0,Single family residential,1964.0,Active
635 montecillo rd,San rafael,Marin-County,Ca,94903,1575000.0,66,52.0,4.0,2.0,2146.0,Single family residential,1955.0,Active
558 miller creek rd,San rafael,Marin-County,Ca,94903,2495000.0,27,39.0,5.0,3.5,2915.0,Single family residential,1961.0,Active
47 pigeon hollow rd,San rafael,Marin-County,Ca,94901,2000000.0,22,22.0,3.0,2.0,2210.0,Single family residential,1954.0,Active
111 rollingwood dr,San rafael,Marin-County,Ca,94901,1995000.0,5,2.0,4.0,3.0,2407.0,Single family residential,1968.0,Active
55 sais ave,San anselmo,Marin-County,Ca,94960,2695000.0,85,68.0,5.0,4.5,2830.0,Single family residential,1968.0,Active
64 stanford ct,Novato,Marin-County,Ca,94947,1175000.0,35,22.0,4.0,2.5,2174.0,Single family residential,1966.0,Active
8 welcome ln,San rafael,Marin-County,Ca,94901,1745000.0,12,18.0,3.0,3.0,1902.0,Single family residential,1950.0,Active
276 shoreline hwy,Mill valley,Marin-County,Ca,94941,1595000.0,63,90.0,3.0,2.5,1686.0,Single family residential,1939.0,Active
95 grande paseo dr,San rafael,Marin-County,Ca,94903,825000.0,38,26.0,3.0,2.5,1508.0,Townhouse,1966.0,Active
51 jordan ave,San anselmo,Marin-County,Ca,94960,1795000.0,75,51.0,5.0,2.0,1977.0,Single family residential,1951.0,Active
846 reichert ave #16,Novato,Marin-County,Ca,94945,695000.0,82,55.0,3.0,2.5,1891.0,Condo,1978.0,Active
97 bulkley ave,Sausalito,Marin-County,Ca,94965,2500000.0,77,42.0,2.0,2.5,2179.0,Condo,1985.0,Active
67 almenar dr,Greenbrae,Marin-County,Ca,94904,2095000.0,33,57.0,3.0,3.0,2150.0,Single family residential,1949.0,Active
2 redwood ln,Mill valley,Marin-County,Ca,94941,1225000.0,61,33.0,3.0,2.0,1065.0,Single family residential,1961.0,Active
218 4th st,Sausalito,Marin-County,Ca,94965,1999000.0,71,36.0,2.0,2.5,1625.0,Single family residential,1926.0,Active
107 butterfield rd,San anselmo,Marin-County,Ca,94960,849000.0,63,76.0,3.0,1.5,1344.0,Single family residential,1910.0,Active
112 santa maria dr,Novato,Marin-County,Ca,94947,1295000.0,17,2.0,3.0,2.0,1581.0,Single family residential,1971.0,Active
172 tamalpais ave,Mill valley,Marin-County,Ca,94941,3500000.0,58,29.0,4.0,2.5,3000.0,Single family residential,1955.0,Active
153 mariner green ct,Corte madera,Marin-County,Ca,94925,1000000.0,42,38.0,4.0,2.5,1500.0,Townhouse,1966.0,Active
1600 san anselmo ave,San anselmo,Marin-County,Ca,94960,909000.0,68,72.0,4.0,2.0,2174.0,Single family residential,1913.0,Active
28 bayview st,San rafael,Marin-County,Ca,94901,1949000.0,91,43.0,4.0,4.0,2030.0,Single family residential,1899.0,Active
852 diablo ave #205,Novato,Marin-County,Ca,94947,620000.0,86,69.0,2.0,2.0,1284.0,Condo,2000.0,Active
300 montezuma ave,Forest knolls,Marin-County,Ca,94933,625000.0,14,15.0,1.0,1.0,498.0,Single family residential,1922.0,Active
40 fir ave,San geronimo,Marin-County,Ca,94963,1595000.0,20,24.0,3.0,3.5,3164.0,Single family residential,1981.0,Active
3665 kerner blvd unit d,San rafael,Marin-County,Ca,94901,530000.0,78,64.0,3.0,2.0,1245.0,Condo,1963.0,Active
1558 buchanan st,Novato,Marin-County,Ca,94947,1295000.0,41,44.0,4.0,3.0,2666.0,Single family residential,1959.0,Active
140 stuyvesant dr,San anselmo,Marin-County,Ca,94960,1950000.0,1,26.0,4.0,2.0,1920.0,Single family residential,1973.0,Active
105 quarry rd,Mill valley,Marin-County,Ca,94941,2895000.0,11,26.0,4.0,3.5,3515.0,Single family residential,1979.0,Active
100 thorndale dr #211,San rafael,Marin-County,Ca,94903,517000.0,38,26.0,2.0,2.0,1154.0,Condo,1985.0,Active
100 thorndale dr #146,San rafael,Marin-County,Ca,94903,159000.0,38,26.0,1.0,1.0,660.0,Condo,1985.0,Active
105 caspar pl,Novato,Marin-County,Ca,94947,660000.0,25,42.0,3.0,2.0,1344.0,Condo,1973.0,Active
736 via casitas,Greenbrae,Marin-County,Ca,94904,749000.0,46,55.0,2.0,2.0,954.0,Condo,1974.0,Active
134 lovell ave,Mill valley,Marin-County,Ca,94941,2695000.0,81,33.0,3.0,1.5,1783.0,Single family residential,1903.0,Active
65 corte amado,Greenbrae,Marin-County,Ca,94904,3295000.0,16,36.0,4.0,3.0,2920.0,Single family residential,1961.0,Active
8 thornton ct,Novato,Marin-County,Ca,94945,998000.0,23,30.0,4.0,2.0,1866.0,Single family residential,1963.0,Active
24 estrada ln,Corte madera,Marin-County,Ca,94925,1450000.0,55,68.0,3.0,2.0,1248.0,Single family residential,1957.0,Active
190 glen park ave,San rafael,Marin-County,Ca,94901,1695000.0,29,47.0,3.0,2.0,2174.0,Single family residential,1975.0,Active
240 elm rd,Bolinas,Marin-County,Ca,94924,1888000.0,12,49.0,4.0,3.0,1704.0,Single family residential,1965.0,Active
171 morningside dr,San anselmo,Marin-County,Ca,94960,1995000.0,75,79.0,3.0,2.0,1862.0,Single family residential,1932.0,Active
639 midway blvd,Novato,Marin-County,Ca,94947,1100000.0,11,10.0,3.0,2.0,1654.0,Single family residential,1962.0,Active
401 nova albion way,San rafael,Marin-County,Ca,94903,1895000.0,46,35.0,4.0,2.0,1826.0,Single family residential,1960.0,Active
48 holstrom cir,Novato,Marin-County,Ca,94947,1089000.0,35,50.0,3.0,2.0,1654.0,Single family residential,1985.0,Active
1008 el granada cir,Novato,Marin-County,Ca,94949,444000.0,57,69.0,3.0,2.0,1680.0,Mobile/manufactured home,1973.0,Active
100 deer valley rd unit 2e,San rafael,Marin-County,Ca,94903,829000.0,23,15.0,2.0,2.0,1259.0,Condo,1991.0,Active
100 thorndale dr #251,San rafael,Marin-County,Ca,94903,450000.0,38,26.0,2.0,2.0,1030.0,Condo,1985.0,Active
69 san luis ct,Novato,Marin-County,Ca,94945,1249000.0,17,22.0,4.0,3.0,2152.0,Single family residential,1968.0,Active
14 canyon green loop,Novato,Marin-County,Ca,94947,1395000.0,48,17.0,4.0,3.0,2442.0,Single family residential,2014.0,Active
13 dominican dr,San rafael,Marin-County,Ca,94901,1899000.0,13,24.0,4.0,3.0,2629.0,Single family residential,1961.0,Active
600 deer valley rd unit 1s,San rafael,Marin-County,Ca,94903,725000.0,18,7.0,2.0,2.0,1259.0,Condo,1991.0,Active
356 peachstone ter,San rafael,Marin-County,Ca,94903,1099900.0,39,50.0,3.0,2.0,1022.0,Single family residential,1955.0,Active
6031 shelter bay ave,Mill valley,Marin-County,Ca,94941,1689000.0,39,80.0,2.0,2.0,1803.0,Condo,1986.0,Active
527 s eliseo dr,Greenbrae,Marin-County,Ca,94904,1149000.0,44,60.0,2.0,2.0,1419.0,Condo,1978.0,Active
35 glen ave,San rafael,Marin-County,Ca,94901,1265000.0,58,30.0,3.0,2.0,1317.0,Single family residential,1963.0,Active
412 donahue st,Sausalito,Marin-County,Ca,94965,1295000.0,25,54.0,3.0,2.5,1651.0,Condo,1979.0,Active
100 south st #213,Sausalito,Marin-County,Ca,94965,817000.0,67,38.0,1.0,1.0,810.0,Condo,1963.0,Active
32 w castlewood dr,San rafael,Marin-County,Ca,94901,1795000.0,8,27.0,3.0,2.5,1894.0,Single family residential,1972.0,Active
5 courtney way,Novato,Marin-County,Ca,94945,2000000.0,50,38.0,4.0,2.5,3496.0,Single family residential,2008.0,Active
26 drakes cove ct,Larkspur,Marin-County,Ca,94939,3300000.0,33,40.0,4.0,3.5,3382.0,Single family residential,2016.0,Active
2346 mar east st,Tiburon,Marin-County,Ca,94920,2800000.0,10,51.0,3.0,3.0,2430.0,Condo,1964.0,Active
50 loch lomond dr,San rafael,Marin-County,Ca,94901,1395000.0,27,35.0,3.0,2.5,1796.0,Townhouse,2015.0,Active
1419 buchanan st,Novato,Marin-County,Ca,94947,1125000.0,44,55.0,3.0,2.0,1480.0,Single family residential,1958.0,Active
34 blanca dr,Novato,Marin-County,Ca,94947,1295000.0,17,2.0,4.0,2.5,2760.0,Single family residential,1970.0,Active
502 willow ct,Novato,Marin-County,Ca,94945,1299900.0,14,12.0,5.0,2.5,2581.0,Single family residential,1974.0,Active
81 pinheiro cir,Novato,Marin-County,Ca,94945,1515000.0,75,69.0,5.0,3.5,2857.0,Single family residential,2005.0,Active
3 woodgate pl,Novato,Marin-County,Ca,94945,1599000.0,4,21.0,4.0,2.5,2612.0,Single family residential,1988.0,Active
1717 grand ave,San rafael,Marin-County,Ca,94901,799000.0,48,64.0,2.0,1.5,1182.0,Townhouse,1974.0,Active
6 rowe ranch way,Novato,Marin-County,Ca,94949,1899000.0,30,28.0,4.0,2.5,2920.0,Single family residential,2004.0,Active
87 inverness way,Inverness,Marin-County,Ca,94937,1485000.0,41,27.0,2.0,1.0,970.0,Single family residential,1947.0,Active
200 deer valley rd unit 2f,San rafael,Marin-County,Ca,94903,849000.0,23,15.0,2.0,2.0,1261.0,Condo,1991.0,Active
297 shoreline hwy,Mill valley,Marin-County,Ca,94941,1140000.0,62,74.0,2.0,2.0,1330.0,Single family residential,1981.0,Active
400 deer valley rd unit 2j,San rafael,Marin-County,Ca,94903,398000.0,27,12.0,1.0,1.0,772.0,Condo,1991.0,Active
441 wood hollow dr,Novato,Marin-County,Ca,94945,1499000.0,1,15.0,4.0,2.5,2644.0,Single family residential,1989.0,Active
100 thorndale dr #124,San rafael,Marin-County,Ca,94903,215000.0,38,26.0,1.0,1.0,770.0,Co-op,1985.0,Active
75 carnoustie hts,Novato,Marin-County,Ca,94949,2695000.0,1,3.0,4.0,2.5,3246.0,Single family residential,1966.0,Active
1146 highland dr,Novato,Marin-County,Ca,94949,1497750.0,11,17.0,3.0,2.0,2041.0,Single family residential,1988.0,Active
82 anchorage rd,Sausalito,Marin-County,Ca,94965,539000.0,70,51.0,1.0,1.0,794.0,Condo,1969.0,Active
5 stockstill way,Inverness,Marin-County,Ca,94937,1500000.0,0,16.0,2.0,2.0,1112.0,Single family residential,1987.0,Active
41 bonnie banks way,San rafael,Marin-County,Ca,94901,2999999.0,17,29.0,4.0,3.0,3500.0,Single family residential,1970.0,Active
50 old ranch rd,Novato,Marin-County,Ca,94947,2695000.0,0,1.0,3.0,4.0,3409.0,Single family residential,1964.0,Active
349 jean st,Mill valley,Marin-County,Ca,94941,2175000.0,51,41.0,4.0,3.0,2197.0,Single family residential,1948.0,Active
1587 s novato blvd #104,Novato,Marin-County,Ca,94947,645000.0,88,73.0,2.0,2.0,1268.0,Condo,1999.0,Active
51 juarez ave,Forest knolls,Marin-County,Ca,94933,750000.0,34,26.0,2.0,1.0,1136.0,Single family residential,1959.0,Active
35 newport landing dr,Novato,Marin-County,Ca,94949,1349000.0,47,54.0,3.0,2.5,2980.0,Single family residential,2002.0,Active
31 carmelita ave,Mill valley,Marin-County,Ca,94941,2195000.0,84,58.0,3.0,2.0,1718.0,Single family residential,1918.0,Active
23 aqua vista dr,San rafael,Marin-County,Ca,94901,1995000.0,29,61.0,3.0,2.5,2495.0,Single family residential,1964.0,Active
45 corte real #7,Greenbrae,Marin-County,Ca,94904,850000.0,44,64.0,2.0,1.5,1120.0,Condo,1973.0,Active
100 thorndale dr #222,San rafael,Marin-County,Ca,94903,250000.0,38,26.0,1.0,1.0,770.0,Condo,1985.0,Active
113 rice ln,Larkspur,Marin-County,Ca,94939,1350000.0,85,82.0,3.0,2.0,1668.0,Single family residential,1949.0,Active
19 acapulco ct,Novato,Marin-County,Ca,94949,655000.0,46,34.0,2.0,2.5,1216.0,Condo,1987.0,Active
4 poppy pl,Novato,Marin-County,Ca,94949,1295000.0,75,60.0,3.0,3.5,2114.0,Single family residential,2003.0,Active
24 midhill dr,Mill valley,Marin-County,Ca,94941,3295000.0,9,37.0,4.0,2.5,3231.0,Single family residential,1966.0,Active
145 garner ct,Novato,Marin-County,Ca,94947,1399000.0,9,4.0,5.0,2.5,3730.0,Single family residential,1974.0,Active
48 corte oriental way,Greenbrae,Marin-County,Ca,94904,925000.0,41,51.0,2.0,2.5,1267.0,Condo,1978.0,Active
481 montecito ave,Corte madera,Marin-County,Ca,94925,2495000.0,39,41.0,2.0,2.0,1655.0,Single family residential,2018.0,Active
600 deer valley rd unit 3b,San rafael,Marin-County,Ca,94903,625000.0,18,7.0,1.0,2.0,933.0,Condo,1991.0,Active
120 miramar ave,San rafael,Marin-County,Ca,94901,2695000.0,85,45.0,4.0,3.0,3298.0,Single family residential,1906.0,Active
55 los padres cir,Novato,Marin-County,Ca,94947,465000.0,28,27.0,2.0,1.0,872.0,Condo,1972.0,Active
110 wisteria way,Mill valley,Marin-County,Ca,94941,3499000.0,42,61.0,4.0,4.0,2972.0,Single family residential,1924.0,Active
6013 shelter bay ave,Mill valley,Marin-County,Ca,94941,1495000.0,39,80.0,2.0,2.5,1850.0,Condo,1983.0,Active
503 w blithedale ave,Mill valley,Marin-County,Ca,94941,599000.0,9,18.0,2.0,1.0,858.0,Single family residential,1924.0,Active
276 cascade dr,Fairfax,Marin-County,Ca,94930,525000.0,28,30.0,2.0,1.5,965.0,Single family residential,1923.0,Active
79 billou st,San rafael,Marin-County,Ca,94901,1339100.0,72,64.0,4.0,2.5,1881.0,Single family residential,1947.0,Active
100 thorndale dr #420,San rafael,Marin-County,Ca,94903,499000.0,38,26.0,2.0,2.0,1000.0,Condo,1985.0,Active
1132 sir francis drake blvd,San anselmo,Marin-County,Ca,94960,1125000.0,79,62.0,3.0,2.0,1920.0,Single family residential,1929.0,Active
6042 shelter bay ave,Mill valley,Marin-County,Ca,94941,1795000.0,30,80.0,3.0,2.5,2071.0,Condo,1986.0,Active
Undisclosed address,Nicasio,Marin-County,Ca,94946,1795000.0,0,0.0,3.0,2.0,2509.0,Single family residential,1998.0,Active
65 juanita ct,Novato,Marin-County,Ca,94945,1225000.0,40,49.0,4.0,2.5,1991.0,Single family residential,1965.0,Active
60 hector ln,Novato,Marin-County,Ca,94949,499999.0,77,49.0,2.0,1.0,900.0,Condo,1986.0,Active
596 riviera cir,Larkspur,Marin-County,Ca,94939,2699000.0,60,80.0,3.0,2.5,2110.0,Single family residential,1975.0,Active
17 drakes view cir,Greenbrae,Marin-County,Ca,94904,1795000.0,67,76.0,3.0,2.5,2149.0,Condo,1986.0,Active
22 truman dr,Novato,Marin-County,Ca,94947,1395000.0,15,5.0,4.0,3.0,2369.0,Single family residential,1963.0,Active
20 corte real,Greenbrae,Marin-County,Ca,94904,875000.0,44,64.0,2.0,1.5,1348.0,Condo,1977.0,Active
1717 novato blvd #27,Novato,Marin-County,Ca,94947,569000.0,82,63.0,2.0,1.5,1238.0,Townhouse,1979.0,Active
113 pixley ave,Corte madera,Marin-County,Ca,94925,748000.0,73,67.0,2.0,2.0,1023.0,Condo,1962.0,Active
672 woodbine dr,San rafael,Marin-County,Ca,94903,2285000.0,62,56.0,4.0,3.0,1852.0,Single family residential,1955.0,Active
4 guisela ct,Novato,Marin-County,Ca,94945,1625000.0,0,1.0,3.0,3.5,3607.0,Single family residential,1991.0,Active
31 ray ct,San rafael,Marin-County,Ca,94901,1875000.0,34,29.0,3.0,3.0,1675.0,Single family residential,1950.0,Active
2201 5th ave,San rafael,Marin-County,Ca,94901,1775000.0,41,35.0,4.0,3.0,2168.0,Single family residential,1945.0,Active
14 corrillo dr,San rafael,Marin-County,Ca,94903,1249999.0,56,54.0,3.0,2.0,1960.0,Single family residential,1950.0,Active
32 spinosa way,Novato,Marin-County,Ca,94945,1098000.0,11,23.0,3.0,2.5,2138.0,Single family residential,1984.0,Active
13 buccaneer ct,Corte madera,Marin-County,Ca,94925,1695000.0,41,24.0,3.0,2.5,1584.0,Single family residential,1962.0,Active
112 posada del sol,Novato,Marin-County,Ca,94949,599000.0,46,34.0,2.0,2.0,1131.0,Condo,1985.0,Active
10 professional center pkwy #28,San rafael,Marin-County,Ca,94903,599500.0,67,39.0,2.0,1.5,1107.0,Townhouse,1971.0,Active
19 lagoon rd,San rafael,Marin-County,Ca,94901,2987000.0,6,34.0,4.0,3.5,2978.0,Single family residential,1971.0,Active
120 mariner green ct,Corte madera,Marin-County,Ca,94925,995000.0,45,26.0,3.0,2.5,1378.0,Townhouse,1966.0,Active
49 creekside dr,San rafael,Marin-County,Ca,94903,1995000.0,2,18.0,4.0,2.5,2497.0,Single family residential,1994.0,Active
Undisclosed address,San rafael,Marin-County,Ca,94901,2690622.0,17,29.0,4.0,4.0,3220.0,Single family residential,2022.0,Active
15 acacia rd,Fairfax,Marin-County,Ca,94930,1695000.0,71,49.0,3.0,3.5,2446.0,Single family residential,2022.0,Active
178 pelican ln,Novato,Marin-County,Ca,94949,820000.0,15,17.0,2.0,2.5,1674.0,Condo,1990.0,Active
350 montezuma ave,Forest knolls,Marin-County,Ca,94933,335000.0,13,15.0,2.0,2.0,1222.0,Single family residential,1924.0,Active
309 verandah ave #5,Novato,Marin-County,Ca,94945,883457.0,6,24.0,3.0,3.0,1600.0,Condo,2022.0,Active
21 bracken ct,San rafael,Marin-County,Ca,94901,3225000.0,6,29.0,4.0,3.0,4160.0,Single family residential,1988.0,Active
43 portsmouth dr,Novato,Marin-County,Ca,94949,1500000.0,35,44.0,4.0,4.5,3126.0,Single family residential,2003.0,Active
600 deer valley rd unit 2k,San rafael,Marin-County,Ca,94903,845000.0,18,7.0,2.0,2.0,1285.0,Condo,1991.0,Active
100 thorndale dr #206,San rafael,Marin-County,Ca,94903,220000.0,38,26.0,1.0,1.0,660.0,Condo,1985.0,Active-reo
25 fairway dr,Novato,Marin-County,Ca,94949,2499000.0,37,38.0,4.0,3.0,2512.0,Single family residential,1963.0,Active
25 tradewind psge,Corte madera,Marin-County,Ca,94925,1888000.0,23,52.0,3.0,2.0,1855.0,Single family residential,1961.0,Active
63 briarwood dr,San rafael,Marin-County,Ca,94901,1695000.0,7,14.0,4.0,2.5,1849.0,Single family residential,1969.0,Active
45 inverness way,Inverness,Marin-County,Ca,94937,1350000.0,45,29.0,2.0,1.5,970.0,Single family residential,1988.0,Active
90 upper briar rd,Kentfield,Marin-County,Ca,94904,1986000.0,30,23.0,4.0,2.0,2196.0,Single family residential,1948.0,Active
270 channing way #16,San rafael,Marin-County,Ca,94903,645000.0,35,12.0,2.0,2.0,1377.0,Condo,1989.0,Active
249 marin valley dr,Novato,Marin-County,Ca,94949,379000.0,49,38.0,1.0,1.0,817.0,Condo,1978.0,Active
158 el condor ct,San rafael,Marin-County,Ca,94903,995000.0,45,31.0,3.0,2.5,1942.0,Townhouse,1974.0,Active
353 hazel ave,Mill valley,Marin-County,Ca,94941,2695000.0,14,23.0,4.0,3.5,3484.0,Single family residential,1962.0,Active
65 via barranca,Greenbrae,Marin-County,Ca,94904,2595000.0,37,55.0,5.0,3.0,3290.0,Single family residential,1962.0,Active
642 verandah court novato,Novato,Marin-County,Ca,94945,899938.0,6,24.0,3.0,3.0,1600.0,Townhouse,2022.0,Active
153 yolo st,Corte madera,Marin-County,Ca,94925,1790000.0,44,70.0,3.0,2.0,1800.0,Single family residential,1965.0,Active
412 wood hollow dr,Novato,Marin-County,Ca,94945,1388000.0,2,18.0,4.0,2.5,2644.0,Single family residential,1989.0,Active
582 montecillo rd,San rafael,Marin-County,Ca,94903,1295000.0,69,43.0,3.0,2.0,1526.0,Single family residential,1961.0,Active
100 thorndale dr #315,San rafael,Marin-County,Ca,94903,395000.0,38,26.0,2.0,2.0,1234.0,Condo,1985.0,Active
10 juanita ct,Novato,Marin-County,Ca,94945,1549000.0,47,46.0,4.0,2.0,2160.0,Single family residential,1965.0,Active
60 - 62 ridge ave,San rafael,Marin-County,Ca,94901,935000.0,69,46.0,2.0,1.0,1998.0,Multi-family (2-4 unit),1947.0,Active
50 hector ln,Novato,Marin-County,Ca,94949,480000.0,74,65.0,2.0,1.0,900.0,Condo,1986.0,Active
580 arlington cir,Novato,Marin-County,Ca,94947,997000.0,27,14.0,3.0,2.0,1692.0,Single family residential,1956.0,Active
7 werner ct,Novato,Marin-County,Ca,94947,1349000.0,42,18.0,5.0,3.5,2084.0,Single family residential,1988.0,Active
105 santa rosa ave,Sausalito,Marin-County,Ca,94965,2698000.0,83,42.0,3.0,2.5,2195.0,Single family residential,1968.0,Active
106 union st,San rafael,Marin-County,Ca,94901,2349000.0,90,71.0,6.0,3.5,3516.0,Multi-family (5+ unit),1927.0,Active
15 kona ln,Dillon beach,Marin-County,Ca,94929,1650000.0,3,3.0,3.0,2.0,2244.0,Single family residential,1990.0,Active
102 marinero cir,Tiburon,Marin-County,Ca,94920,799000.0,23,35.0,2.0,1.0,1008.0,Condo,1974.0,Active
100 thorndale dr #256,San rafael,Marin-County,Ca,94903,150000.0,38,26.0,1.0,1.0,660.0,Condo,1985.0,Active
109 eucalyptus knoll st,Mill valley,Marin-County,Ca,94941,1699000.0,45,72.0,3.0,2.5,2304.0,Condo,1987.0,Active
4 west pier,Sausalito,Marin-County,Ca,94965,935000.0,63,28.0,2.0,2.0,1180.0,Mobile/manufactured home,1979.0,Active
7 drakes cove rd,Larkspur,Marin-County,Ca,94939,2750000.0,30,36.0,3.0,3.5,3018.0,Single family residential,2009.0,Active
357 rose ave,Mill valley,Marin-County,Ca,94941,3195777.0,19,12.0,4.0,3.5,3915.0,Single family residential,2011.0,Active
72 portsmouth dr,Novato,Marin-County,Ca,94949,1399000.0,32,16.0,4.0,2.5,3090.0,Single family residential,2003.0,Active
7 homestead blvd,Mill valley,Marin-County,Ca,94941,1299000.0,58,60.0,4.0,2.0,1800.0,Single family residential,1955.0,Active
1628 5th ave #203,San rafael,Marin-County,Ca,94901,1250000.0,81,64.0,2.0,2.0,1329.0,Condo,2022.0,Active
1199 leafwood hts,Novato,Marin-County,Ca,94947,999000.0,27,25.0,3.0,2.0,1748.0,Single family residential,1956.0,Active
45 oak rd,Bolinas,Marin-County,Ca,94924,3500000.0,8,21.0,3.0,3.0,2059.0,Single family residential,1939.0,Active
621 via casitas,Greenbrae,Marin-County,Ca,94904,675888.0,41,51.0,2.0,2.0,954.0,Condo,1974.0,Active
Undisclosed address,San rafael,Marin-County,Ca,94901,1999900.0,17,29.0,3.0,3.5,2127.0,Single family residential,2022.0,Active
