Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
19063 lowell ave,Hayward,Alameda-County,Ca,94541,699000.0,58.0,54.0,2.0,1.0,780.0,Single family residential,1923.0,New
4762 driftwood,Fremont,Alameda-County,Ca,94536,1199000.0,37.0,45.0,3.0,2.0,1167.0,Single family residential,1955.0,Active
15235 central ave,San leandro,Alameda-County,Ca,94578,829000.0,47.0,55.0,4.0,2.0,1632.0,Single family residential,1947.0,New
43154 calle familia,Fremont,Alameda-County,Ca,94539,2049888.0,0.0,0.0,4.0,3.5,2374.0,Single family residential,2017.0,New
5901 la salle,Oakland,Alameda-County,Ca,94611,1395000.0,87.0,40.0,3.0,2.5,2154.0,Single family residential,1946.0,New
1473 daily dr,San leandro,Alameda-County,Ca,94577,1225000.0,0.0,0.0,3.0,2.5,3200.0,Single family residential,1958.0,New
27496 ponderosa ct,Hayward,Alameda-County,Ca,94545,730000.0,0.0,0.0,4.0,2.5,1474.0,Townhouse,1970.0,Active
1449 auseon ave,Oakland,Alameda-County,Ca,94621,599000.0,78.0,58.0,3.0,2.0,1477.0,Single family residential,1924.0,New
24123 amaranth loop,Hayward,Alameda-County,Ca,94541,1288000.0,53.0,22.0,5.0,4.0,2493.0,Single family residential,2019.0,New
1011 zinfandel ct,Pleasanton,Alameda-County,Ca,94566,2498000.0,0.0,0.0,5.0,3.0,3350.0,Single family residential,1987.0,New
17041 via andeta,San lorenzo,Alameda-County,Ca,94580-3101,599000.0,70.0,64.0,3.0,1.0,1480.0,Single family residential,1944.0,New
3936 hanly rd,Oakland,Alameda-County,Ca,94602,1095000.0,0.0,0.0,3.0,2.0,1651.0,Single family residential,1926.0,New
6608 dana st,Oakland,Alameda-County,Ca,94609,725000.0,0.0,0.0,2.0,1.0,1225.0,Condo,1980.0,New
3030 lynde st,Oakland,Alameda-County,Ca,94601,850000.0,0.0,0.0,3.0,1.5,1543.0,Single family residential,1931.0,New
43139 calle sagrada,Fremont,Alameda-County,Ca,94539,1995000.0,63.0,53.0,4.0,3.5,2374.0,Single family residential,2019.0,New
2161 armstrong dr,Pleasanton,Alameda-County,Ca,94588,1358800.0,46.0,74.0,3.0,2.5,1468.0,Single family residential,1984.0,New
4717 michelle way,Union city,Alameda-County,Ca,94587,1450000.0,13.0,45.0,5.0,2.0,1926.0,Single family residential,1974.0,New
3239 c louise st,Oakland,Alameda-County,Ca,94608,1095000.0,85.0,98.0,3.0,3.5,2008.0,Single family residential,2017.0,New
3849 west st,Oakland,Alameda-County,Ca,94608,975000.0,0.0,0.0,3.0,3.0,1602.0,Single family residential,2022.0,New
135 tunnel rd,Berkeley,Alameda-County,Ca,94705,1949000.0,0.0,0.0,4.0,2.5,2904.0,Single family residential,1912.0,New
4722 congress ave,Oakland,Alameda-County,Ca,94601,899000.0,0.0,0.0,3.0,2.0,1204.0,Single family residential,1983.0,Active
1 barker ct,Alameda,Alameda-County,Ca,94501,1198800.0,86.0,89.0,3.0,2.5,1622.0,Single family residential,1998.0,New
1400 carpentier #235,San leandro,Alameda-County,Ca,94577,441000.0,94.0,75.0,1.0,1.0,804.0,Condo,1983.0,New
1220 broadway,Alameda,Alameda-County,Ca,94501,998000.0,89.0,82.0,3.0,2.0,1834.0,Single family residential,1910.0,New
4836 christine ct,Union city,Alameda-County,Ca,94587,1150000.0,9.0,50.0,3.0,2.0,1374.0,Single family residential,1975.0,New
1506 agatha ct,Livermore,Alameda-County,Ca,94550,1859777.0,19.0,65.0,5.0,3.5,3149.0,Single family residential,1999.0,New
6363 christie ave #2601,Emeryville,Alameda-County,Ca,94608,488880.0,0.0,0.0,1.0,1.0,634.0,Condo,1984.0,Active
6831 herrin way,Pleasanton,Alameda-County,Ca,94588,1498000.0,0.0,0.0,5.0,3.0,2050.0,Single family residential,1976.0,New
5517 gracen way,Dublin,Alameda-County,Ca,94568,1396998.0,0.0,0.0,5.0,4.0,2738.0,Condo,2019.0,Active
503 lancaster st #3,Oakland,Alameda-County,Ca,94601,795000.0,86.0,89.0,1.0,2.0,1870.0,Townhouse,2006.0,New
2476 normandy cir,Livermore,Alameda-County,Ca,94550,2389000.0,24.0,47.0,5.0,4.0,3382.0,Single family residential,1997.0,New
3302 smoketree commons dr,Pleasanton,Alameda-County,Ca,94566,525000.0,0.0,0.0,1.0,1.0,648.0,Condo,1988.0,New
24719 townsend ave,Hayward,Alameda-County,Ca,94544,889000.0,68.0,58.0,3.0,2.0,1419.0,Single family residential,1958.0,Active
29358 sandburg way,Hayward,Alameda-County,Ca,94544,330000.0,55.0,66.0,2.0,2.0,1512.0,Mobile/manufactured home,1977.0,Active
16032 via descanso,San lorenzo,Alameda-County,Ca,94580,749000.0,72.0,64.0,3.0,1.0,1000.0,Single family residential,1944.0,New
4574 ellen way,Union city,Alameda-County,Ca,94587,1398000.0,0.0,0.0,4.0,2.5,1907.0,Single family home,1972.0,Active
2828 encinal,Alameda,Alameda-County,Ca,94501,898000.0,81.0,83.0,2.0,1.0,1000.0,Single family residential,1900.0,New
543 fortuna ave,San leandro,Alameda-County,Ca,94577,879000.0,0.0,0.0,2.0,1.5,1212.0,Single family residential,1939.0,New
188 briarwood dr,Hayward,Alameda-County,Ca,94544,699000.0,64.0,70.0,2.0,2.5,1340.0,Townhouse,1973.0,New
45009 challenge cmn #200,Fremont,Alameda-County,Ca,94538,950000.0,35.0,60.0,2.0,2.0,1279.0,Condo,2020.0,Active
4016 fruitvale ave,Oakland,Alameda-County,Ca,94602,1089000.0,63.0,32.0,3.0,2.0,1831.0,Single family residential,1953.0,New
5918 taft ave,Oakland,Alameda-County,Ca,94618,1449000.0,75.0,63.0,3.0,1.5,1340.0,Single family residential,1913.0,New
37794 rockspray st,Newark,Alameda-County,Ca,94560,1250000.0,62.0,46.0,4.0,2.0,1880.0,Single family residential,1969.0,New
36345 frobisher dr,Fremont,Alameda-County,Ca,94536,1200000.0,49.0,47.0,4.0,2.0,1599.0,Single family residential,1956.0,Active
21062 gary dr #221,Hayward,Alameda-County,Ca,94546,570000.0,0.0,0.0,2.0,2.0,1056.0,Condo,1980.0,New
1145 portland ave,Albany,Alameda-County,Ca,94706,895000.0,93.0,98.0,2.0,1.0,917.0,Single family residential,1940.0,New
38275 ballard dr,Fremont,Alameda-County,Ca,94536,1998000.0,0.0,0.0,5.0,3.0,2425.0,Single family home,1960.0,Active
2611 derby st,Berkeley,Alameda-County,Ca,94705,1795000.0,0.0,0.0,5.0,2.5,2377.0,Single family residential,1925.0,New
25550 southwick dr #102,Hayward,Alameda-County,Ca,94544,575000.0,0.0,0.0,2.0,1.0,1040.0,Condo,1990.0,New
29552 chance st,Hayward,Alameda-County,Ca,94544,899000.0,35.0,67.0,3.0,2.0,1154.0,Single family residential,1988.0,New
295 lenox ave #104,Oakland,Alameda-County,Ca,94610,849000.0,91.0,82.0,2.0,2.0,1409.0,Condo,1981.0,New
5822 shattuck ave,Oakland,Alameda-County,Ca,94609,949000.0,91.0,98.0,3.0,1.5,1453.0,Single family residential,1923.0,New
30518 prestwick ave,Hayward,Alameda-County,Ca,94544,998888.0,0.0,0.0,3.0,2.0,2020.0,Single family residential,1955.0,New
29300 dixon st #311,Hayward,Alameda-County,Ca,94544,420000.0,0.0,0.0,2.0,2.0,756.0,Condo,1984.0,Active
1449 151st ave,San leandro,Alameda-County,Ca,94578,725000.0,0.0,0.0,2.0,1.0,994.0,Single family residential,1941.0,New
1510 park ave #311,Emeryville,Alameda-County,Ca,94608,430000.0,0.0,0.0,1.0,1.0,644.0,Condo,2000.0,New
177 19th st unit 11c,Oakland,Alameda-County,Ca,94612,799000.0,0.0,0.0,2.0,2.0,1608.0,Condo,1959.0,New
157 santa teresa #157,San leandro,Alameda-County,Ca,94579,245000.0,0.0,0.0,2.0,2.0,1344.0,Double-wide mobile home,1971.0,Active
7720 donohue dr,Dublin,Alameda-County,Ca,94568,1199999.0,64.0,71.0,3.0,2.0,1116.0,Single family residential,1960.0,New
5322 tallman ct,Fremont,Alameda-County,Ca,94536,1559950.0,46.0,45.0,4.0,2.0,1635.0,Single family residential,1963.0,Active
5648 dresslar cir,Livermore,Alameda-County,Ca,94550,1800000.0,28.0,75.0,5.0,4.0,3270.0,Single family residential,2004.0,New
34717 alvarado niles rd #3,Union city,Alameda-County,Ca,94587,490000.0,82.0,69.0,2.0,1.0,903.0,Condo,1972.0,New
4908 fairfax ave,Oakland,Alameda-County,Ca,94601,998000.0,75.0,42.0,4.0,2.0,1617.0,Single family home,1915.0,Active
13828 velarde dr,San leandro,Alameda-County,Ca,94578,850000.0,47.0,40.0,3.0,2.0,1358.0,Single family residential,1956.0,New
14535 doolittle dr,San leandro,Alameda-County,Ca,94577,525000.0,0.0,0.0,3.0,2.0,1060.0,Condo,1979.0,New
4253 moreland dr,Castro valley,Alameda-County,Ca,94546,949888.0,0.0,0.0,4.0,2.5,1715.0,Single family residential,1953.0,New
3777 oxford cmn,Fremont,Alameda-County,Ca,94536,745000.0,0.0,0.0,2.0,1.5,1024.0,Townhouse,1973.0,Active
822 saint john ct,Pleasanton,Alameda-County,Ca,94566,1799000.0,78.0,72.0,4.0,3.0,2600.0,Single family home,1997.0,Active
2652 darwin st,Hayward,Alameda-County,Ca,94545,829000.0,0.0,0.0,3.0,2.0,1281.0,Single family residential,1956.0,Active
2341 82nd ave,Oakland,Alameda-County,Ca,94605-3409,680000.0,72.0,63.0,3.0,2.0,1268.0,Single family residential,1919.0,New
1625 church st,Oakland,Alameda-County,Ca,94621,695000.0,81.0,62.0,3.0,2.0,1684.0,Single family home,1921.0,Active
2427 balmoral st,Union city,Alameda-County,Ca,94587,1274900.0,0.0,0.0,4.0,2.0,1888.0,Single family residential,1968.0,Active
7350 holly st,Oakland,Alameda-County,Ca,94621,675000.0,0.0,0.0,4.0,2.0,1523.0,Single family residential,1926.0,New
161 tamalpais rd,Berkeley,Alameda-County,Ca,94708,1095000.0,0.0,0.0,2.0,2.0,1480.0,Single family residential,1983.0,New
4759 mchenry gate way,Pleasanton,Alameda-County,Ca,94566,1878000.0,34.0,72.0,4.0,3.0,2050.0,Single family residential,1984.0,New
2499 balmoral st,Union city,Alameda-County,Ca,94587,1398000.0,0.0,0.0,4.0,3.0,3374.0,Single family residential,1967.0,New
3753 central pkwy,Dublin,Alameda-County,Ca,94568,1159000.0,0.0,0.0,4.0,3.0,2383.0,Condo,2007.0,New
1821 106th ave,Oakland,Alameda-County,Ca,94603,509950.0,0.0,0.0,2.0,1.0,1076.0,Single family residential,1937.0,New
36360 magellan dr,Fremont,Alameda-County,Ca,94536,949000.0,0.0,0.0,3.0,1.0,1111.0,Single family home,1954.0,Active
41004 genesis cmn,Fremont,Alameda-County,Ca,94538,1099900.0,86.0,61.0,3.0,2.5,1662.0,Townhouse,2018.0,New
5960 greenwood cmn,Livermore,Alameda-County,Ca,94550,1149999.0,0.0,0.0,3.0,2.5,1751.0,Single family home,2002.0,Active
2721 cherry blossom way,Union city,Alameda-County,Ca,94587,1998000.0,0.0,0.0,6.0,4.0,3088.0,Single family residential,1998.0,New
2721 106th ave,Oakland,Alameda-County,Ca,94605,579000.0,75.0,71.0,2.0,1.0,805.0,Single family residential,1943.0,New
2401 saint helena dr #1,Hayward,Alameda-County,Ca,94542,499000.0,57.0,30.0,1.0,1.0,787.0,Condo,1984.0,New
42124 camino santa barbara,Fremont,Alameda-County,Ca,94539,1999900.0,0.0,0.0,4.0,2.0,1750.0,Single family residential,1963.0,New
6035 holway st,Oakland,Alameda-County,Ca,94621,550000.0,81.0,56.0,3.0,2.0,1334.0,Single family residential,1923.0,New
32412 elizabeth way,Union city,Alameda-County,Ca,94587,1325000.0,0.0,0.0,4.0,2.0,1463.0,Single family residential,1972.0,New
4793 n spago dr,Dublin,Alameda-County,Ca,94568,1725000.0,0.0,0.0,3.0,2.5,2089.0,Single family residential,2013.0,New
1598 buena vista ave,Alameda,Alameda-County,Ca,94501,749000.0,78.0,86.0,2.0,1.0,762.0,Single family residential,1923.0,New
2303 woodthrush way,Pleasanton,Alameda-County,Ca,94566,1849000.0,49.0,60.0,4.0,2.0,1882.0,Single family residential,1967.0,New
62 crestmont dr,Oakland,Alameda-County,Ca,94619,1395000.0,0.0,0.0,4.0,3.0,2133.0,Single family residential,1960.0,New
7367 diamond mountain rd,Dublin,Alameda-County,Ca,94568,2549888.0,0.0,0.0,4.0,4.0,3627.0,Single family residential,2017.0,New
25 lexford pl,Oakland,Alameda-County,Ca,94619,1995000.0,1.0,7.0,6.0,4.0,3315.0,Single family residential,1957.0,New
5700 cabot dr,Oakland,Alameda-County,Ca,94611,1595000.0,0.0,0.0,4.0,2.5,2228.0,Single family residential,1941.0,New
3420 finnian way #108,Dublin,Alameda-County,Ca,94568,796643.0,0.0,0.0,2.0,2.5,1386.0,Condo,2007.0,New
34152 audrey ct,Fremont,Alameda-County,Ca,94555,1899999.0,0.0,0.0,4.0,2.5,1717.0,Single family residential,1986.0,Active
3021 75th ave,Oakland,Alameda-County,Ca,94605,899000.0,0.0,0.0,3.0,3.0,2492.0,Single family residential,1962.0,New
24247 machado ct,Hayward,Alameda-County,Ca,94541,1198989.0,0.0,0.0,4.0,2.5,2062.0,Single family residential,1984.0,New
579 57th st,Oakland,Alameda-County,Ca,94609,1395000.0,92.0,90.0,5.0,2.0,2497.0,Single family residential,1932.0,New
558 crofton ave,Piedmont,Alameda-County,Ca,94610,2550000.0,0.0,0.0,4.0,2.5,2463.0,Single family residential,1924.0,New
490 panoramic way,Berkeley,Alameda-County,Ca,94704,899000.0,28.0,28.0,2.0,2.0,1125.0,Single family residential,1948.0,New
1204 court st,Alameda,Alameda-County,Ca,94501,1095000.0,84.0,85.0,3.0,2.0,1193.0,Single family residential,1918.0,New
3856 carol ave,Fremont,Alameda-County,Ca,94538,1599900.0,0.0,0.0,4.0,3.0,1586.0,Single family residential,1954.0,New
179 via malaga,San lorenzo,Alameda-County,Ca,94580,948888.0,0.0,0.0,3.0,2.0,1749.0,Single family residential,1951.0,New
45158 tom blalock st #204,Fremont,Alameda-County,Ca,94539,1355120.0,0.0,0.0,2.0,2.0,1678.0,Condo,2023.0,New
15725 wagner st,San lorenzo,Alameda-County,Ca,94580,639000.0,48.0,58.0,3.0,1.0,1059.0,Single family residential,1951.0,New
3307 longmeadow pl,Dublin,Alameda-County,Ca,94568,1780000.0,34.0,45.0,4.0,2.5,2366.0,Single family residential,2000.0,New
1380 striper cmn,Fremont,Alameda-County,Ca,94536,1198000.0,0.0,0.0,3.0,2.5,1610.0,Condo,1996.0,Active
1036 melrose ave,Alameda,Alameda-County,Ca,94502,795000.0,42.0,54.0,3.0,1.5,1382.0,Townhouse,1974.0,New
47850 masters ct,Fremont,Alameda-County,Ca,94539,1799900.0,51.0,52.0,4.0,3.0,1821.0,Single family residential,1963.0,New
2868 jennifer dr,Castro valley,Alameda-County,Ca,94546,1023888.0,41.0,26.0,3.0,2.0,2317.0,Single family residential,1965.0,New
7686 arbor creek cir,Dublin,Alameda-County,Ca,94568,769000.0,66.0,71.0,2.0,1.5,963.0,Townhouse,1986.0,New
1865 39th ave,Oakland,Alameda-County,Ca,94601,499000.0,0.0,0.0,2.0,1.0,902.0,Single family residential,1915.0,New
2121 manzanita,Oakland,Alameda-County,Ca,94611,1195000.0,0.0,0.0,3.0,2.5,2342.0,Single family residential,1971.0,New
32219 meteor dr,Union city,Alameda-County,Ca,94587,924888.0,0.0,0.0,3.0,2.5,1566.0,Townhouse,2011.0,New
10500 beverly ave,Oakland,Alameda-County,Ca,94603,749000.0,72.0,74.0,3.0,2.0,1508.0,Single family residential,1931.0,New
8051 crossridge rd,Dublin,Alameda-County,Ca,94568-3496,1649000.0,12.0,40.0,5.0,2.5,2487.0,Single family residential,1988.0,New
6082 allbrook cir,Pleasanton,Alameda-County,Ca,94588,1700000.0,0.0,0.0,5.0,3.0,2326.0,Single family residential,1967.0,New
2690 shasta rd,Berkeley,Alameda-County,Ca,94708,1595000.0,0.0,0.0,3.0,2.5,3070.0,Single family residential,1979.0,Active
1493 trimingham dr,Pleasanton,Alameda-County,Ca,94566,998000.0,78.0,73.0,2.0,2.0,1345.0,Single family residential,1986.0,New
1918 kilowatt way #101,Fremont,Alameda-County,Ca,94539,1880125.0,17.0,60.0,4.0,3.5,2460.0,Condo,2023.0,New
655 12th st #223,Oakland,Alameda-County,Ca,94607,650000.0,0.0,0.0,2.0,2.0,1070.0,Condo,2003.0,New
2205 san antonio ave unit f,Alameda,Alameda-County,Ca,94501,684888.0,94.0,74.0,2.0,1.5,962.0,Condo,1975.0,New
3214 13th ave,Oakland,Alameda-County,Ca,94610,679999.0,64.0,48.0,4.0,2.0,1662.0,Multi-family (2-4 unit),1895.0,New
14684 cypress st,San leandro,Alameda-County,Ca,94579,939000.0,0.0,0.0,3.0,2.0,1694.0,Single family home,1953.0,Active
135 ray st,Pleasanton,Alameda-County,Ca,94566,764000.0,92.0,71.0,2.0,2.0,1262.0,Condo,1987.0,New
1410 wood st,Oakland,Alameda-County,Ca,94607,1095000.0,0.0,0.0,3.0,2.5,1845.0,Single family residential,2017.0,New
1475 campus dr,Berkeley,Alameda-County,Ca,94708,1150000.0,27.0,34.0,3.0,2.5,1434.0,Single family residential,1972.0,New
24410 calaveras rd,Hayward,Alameda-County,Ca,94545,1150000.0,73.0,56.0,4.0,3.0,2249.0,Single family residential,1979.0,New
22226 peralta st,Hayward,Alameda-County,Ca,94541,739000.0,79.0,61.0,3.0,1.0,1370.0,Single family residential,1926.0,New
5786 belleza dr,Pleasanton,Alameda-County,Ca,94588,899900.0,0.0,0.0,2.0,2.0,1302.0,Townhouse,1995.0,New
2509 tahoe ave,Hayward,Alameda-County,Ca,94545,968000.0,0.0,0.0,4.0,2.0,1672.0,Single family home,1965.0,Active
7607 hillside st,Oakland,Alameda-County,Ca,94605,550000.0,0.0,0.0,2.0,1.0,888.0,Single family home,1926.0,Active
839 nina way,Fremont,Alameda-County,Ca,94539,2698000.0,53.0,48.0,4.0,4.0,3057.0,Single family residential,1974.0,New
358 albatross ave,Livermore,Alameda-County,Ca,94551,1098888.0,0.0,0.0,4.0,3.0,2005.0,Multi-family (2-4 unit),1959.0,New
13821 rose dr,San leandro,Alameda-County,Ca,94578,810000.0,0.0,0.0,4.0,2.5,2117.0,Condo,1981.0,New
7875 canyon meadow cir unit g,Pleasanton,Alameda-County,Ca,94588,749900.0,2.0,22.0,3.0,2.0,1257.0,Condo,1991.0,New
4101 doak ct,Dublin,Alameda-County,Ca,94568,1399000.0,49.0,68.0,4.0,2.5,2009.0,Single family residential,2000.0,New
25824 scripps st,Hayward,Alameda-County,Ca,94545,749950.0,0.0,0.0,3.0,2.0,1359.0,Single family residential,1959.0,New
3216 brookdale ave,Oakland,Alameda-County,Ca,94602,899999.0,68.0,57.0,4.0,2.0,2153.0,Single family residential,1952.0,New
3471 wilson ave,Oakland,Alameda-County,Ca,94602,699000.0,90.0,59.0,2.0,1.0,876.0,Single family residential,1923.0,New
2747 san pablo ave #212,Berkeley,Alameda-County,Ca,94702,629000.0,92.0,92.0,1.0,1.5,773.0,Condo,2020.0,New
6054 birch pl unit na,Newark,Alameda-County,Ca,94560,999999.0,56.0,43.0,4.0,2.5,1780.0,Single family home,1979.0,Active
2015 bywood dr,Oakland,Alameda-County,Ca,94602,1798000.0,47.0,23.0,4.0,3.5,2684.0,Single family residential,1952.0,New
2632 warring st #5,Berkeley,Alameda-County,Ca,94704,688000.0,85.0,66.0,2.0,1.0,845.0,Condo,1980.0,New
3009 humboldt ave,Oakland,Alameda-County,Ca,94602,899000.0,0.0,0.0,5.0,2.0,1783.0,Single family residential,1920.0,New
174 indian rd,Piedmont,Alameda-County,Ca,94610,2495000.0,0.0,0.0,3.0,2.5,2643.0,Single family residential,1951.0,New
6320 rocky point ct,Oakland,Alameda-County,Ca,94605,988000.0,0.0,0.0,4.0,3.0,2468.0,Townhouse,2012.0,Active
7776 hazelnut dr,Newark,Alameda-County,Ca,94560,1350000.0,0.0,0.0,4.0,3.0,2417.0,Single family home,1964.0,Active
199 montecito ave #206,Oakland,Alameda-County,Ca,94610,365000.0,0.0,0.0,1.0,1.0,625.0,Condo,1971.0,Active
1733 francisco st unit d,Berkeley,Alameda-County,Ca,94703,975000.0,90.0,98.0,3.0,1.5,1160.0,Townhouse,1969.0,New
924 45th st,Oakland,Alameda-County,Ca,94608,899000.0,0.0,0.0,2.0,1.0,967.0,Single family residential,1924.0,New
4209 lunar way,Union city,Alameda-County,Ca,94587,630000.0,80.0,58.0,2.0,1.0,856.0,Townhouse,1970.0,Active
4438 camden st,Oakland,Alameda-County,Ca,94619,650000.0,0.0,0.0,3.0,1.5,1136.0,Single family residential,1948.0,Active
151 lakeside dr apt 112,Oakland,Alameda-County,Ca,94612,468000.0,0.0,0.0,1.0,1.0,621.0,Condo,1974.0,Active
3207 kemper rd,Fremont,Alameda-County,Ca,94536,1725000.0,62.0,73.0,4.0,2.0,1708.0,Single family residential,1973.0,New
200 lakeside dr #503,Oakland,Alameda-County,Ca,94612,1395000.0,98.0,88.0,3.0,2.0,1759.0,Condo,1924.0,New
5291 lilac ave,Livermore,Alameda-County,Ca,94551,849000.0,20.0,61.0,3.0,2.0,1040.0,Single family residential,1971.0,New
1044 86th ave,Oakland,Alameda-County,Ca,94621,420000.0,72.0,65.0,2.0,1.0,672.0,Single family residential,1910.0,New
30021 mountain view dr,Hayward,Alameda-County,Ca,94544,1698000.0,0.0,0.0,4.0,3.0,2734.0,Single family home,2018.0,Active
5330 sandra way,Livermore,Alameda-County,Ca,94550,1198000.0,21.0,67.0,3.0,2.5,2174.0,Single family residential,1968.0,New
2635 mathews st,Berkeley,Alameda-County,Ca,94702,1170000.0,87.0,90.0,3.0,2.0,1235.0,Single family residential,1912.0,New
1718 69th ave,Oakland,Alameda-County,Ca,94621,609000.0,77.0,63.0,3.0,2.5,1412.0,Single family residential,1915.0,New
976 53rd st,Oakland,Alameda-County,Ca,94608,1249000.0,0.0,0.0,5.0,3.0,1950.0,Single family residential,2022.0,New
16795 ehle st,San leandro,Alameda-County,Ca,94578,670000.0,44.0,17.0,3.0,1.0,930.0,Single family residential,1940.0,New
470 65th st,Oakland,Alameda-County,Ca,94609,1395000.0,0.0,0.0,3.0,2.0,2176.0,Single family residential,1924.0,New
37149 dondero way,Fremont,Alameda-County,Ca,94536,1098888.0,65.0,54.0,4.0,3.0,1296.0,Single family home,1952.0,Active
2877 crystal ct,Castro valley,Alameda-County,Ca,94546,579900.0,0.0,0.0,2.0,1.5,1048.0,Townhouse,1978.0,New
2800 best ave,Oakland,Alameda-County,Ca,94619,925000.0,66.0,32.0,5.0,3.0,1924.0,Single family residential,1922.0,New
993 montevino dr,Pleasanton,Alameda-County,Ca,94566,2275000.0,24.0,18.0,4.0,2.0,2723.0,Single family residential,1990.0,New
1509 41st,Oakland,Alameda-County,Ca,94601,499000.0,0.0,0.0,3.0,2.0,1200.0,Single family residential,1922.0,Active
6744 mayhews landing rd,Newark,Alameda-County,Ca,94560,1349000.0,57.0,51.0,3.0,2.5,1700.0,Single family home,1952.0,Active
2423 grant st,Berkeley,Alameda-County,Ca,94703,849000.0,0.0,0.0,2.0,1.0,620.0,Single family residential,1910.0,New
4692 gerrilyn way,Livermore,Alameda-County,Ca,94550,1349000.0,0.0,0.0,4.0,3.0,2472.0,Single family residential,1993.0,New
2322 eighth st,Berkeley,Alameda-County,Ca,94710,959000.0,0.0,0.0,2.0,2.0,1144.0,Single family residential,1907.0,New
1866 mountain blvd,Oakland,Alameda-County,Ca,94611,1795000.0,85.0,41.0,4.0,3.0,2556.0,Single family residential,1949.0,New
3501 birchwood ter #312,Fremont,Alameda-County,Ca,94536,579900.0,69.0,64.0,2.0,2.0,988.0,Condo,1984.0,New
1221 lexington way,Livermore,Alameda-County,Ca,94550,1450000.0,29.0,54.0,3.0,2.0,1728.0,Single family residential,1972.0,New
165 el caminito,Livermore,Alameda-County,Ca,94550,799800.0,35.0,66.0,3.0,2.0,1484.0,Single family residential,1964.0,New
1289 accra ct,Livermore,Alameda-County,Ca,94550,1279000.0,58.0,65.0,3.0,2.0,1728.0,Single family residential,1971.0,New
